"","Genename","Heart_ZT0_1","Heart_ZT0_2","Heart_ZT12_1","Heart_ZT12_2","Liver_ZT0_1","Liver_ZT0_2","Liver_ZT12_1","Liver_ZT12_2"
"ENSMUSG00000026237.7","Nmur1",0,0,2,0,1,3,0,0
"ENSMUSG00000026238.15","Ptma",3329,2687,3386,1103,2769,4260,2550,1483
"ENSMUSG00000026239.15","Pde6d",902,692,716,246,133,140,77,72
"ENSMUSG00000026240.13","Cops7b",426,373,324,125,223,250,136,82
"ENSMUSG00000053333.16","Dis3l2",168,117,198,59,100,117,100,66
"ENSMUSG00000079440.3","Alpi",0,0,0,0,0,0,45,2
"ENSMUSG00000036500.5","Akp3",0,0,0,0,0,0,45,0
"ENSMUSG00000026254.18","Eif4e2",2028,1670,1473,579,1001,1256,821,570
"ENSMUSG00000026255.16","Efhd1",120,60,65,11,6,7,2,4
"ENSMUSG00000048000.16","Gigyf2",1474,1353,1688,524,655,1146,444,263
"ENSMUSG00000026259.15","Ngef",19,9,10,6,429,476,560,452
"ENSMUSG00000079434.9","Neu2",9,3,0,1,96,105,24,37
"ENSMUSG00000026288.15","Inpp5d",329,273,301,113,93,138,82,45
"ENSMUSG00000026289.16","Atg16l1",1223,1050,1284,461,765,1030,450,397
"ENSMUSG00000056055.15","Sag",13,9,13,10,2,1,2,0
"ENSMUSG00000070738.11","Dgkd",1946,1552,1932,692,330,528,347,307
"ENSMUSG00000005501.15","Usp40",1118,857,1128,422,503,865,421,406
"ENSMUSG00000090124.8","Ugt1a7c",0,0,0,0,1,7,1,1
"ENSMUSG00000079429.11","Mroh2a",69,52,48,17,146,125,163,125
"ENSMUSG00000044783.17","Hjurp",650,454,693,262,1198,1096,1206,1105
"ENSMUSG00000036251.17","Trpm8",0,0,0,0,13,3,0,11
"ENSMUSG00000026295.13","Spp2",1,0,0,0,2418,2641,1894,1827
"ENSMUSG00000062310.8","Glrp1",22,11,18,7,1,0,0,0
"ENSMUSG00000049866.13","Arl4c",449,320,246,98,40,48,29,11
"ENSMUSG00000036206.13","Sh3bp4",744,620,538,183,21,35,28,9
"ENSMUSG00000055013.17","Agap1",1311,1101,1340,449,253,343,108,101
"ENSMUSG00000034486.9","Gbx2",9,4,6,0,1,0,0,0
"ENSMUSG00000067081.14","Asb18",1221,861,1166,360,0,0,0,0
"ENSMUSG00000044337.6","Ackr3",3766,2726,2186,804,14,37,19,14
"ENSMUSG00000034432.12","Cops8",2535,2044,2136,845,602,879,409,301
"ENSMUSG00000048126.17","Col6a3",1595,1450,1228,403,172,327,142,71
"ENSMUSG00000026303.7","Mlph",23,16,19,4,37,64,17,21
"ENSMUSG00000026304.14","Rab17",52,28,56,17,481,620,307,264
"ENSMUSG00000026305.16","Lrrfip1",2593,2089,1884,724,434,786,450,283
"ENSMUSG00000070732.3","Rbm44",3,1,2,0,0,0,0,0
"ENSMUSG00000034353.15","Ramp1",200,139,149,85,46,103,67,49
"ENSMUSG00000034343.15","Ube2f",1194,962,938,372,972,1400,473,418
"ENSMUSG00000026307.13","Scly",63,54,63,16,172,300,155,110
"ENSMUSG00000049515.13","Espnl",1,0,7,0,1,9,0,0
"ENSMUSG00000026308.9","Klhl30",2067,1605,1597,741,0,0,0,0
"ENSMUSG00000047443.15","Erfe",2,2,4,0,0,0,0,0
"ENSMUSG00000026309.15","Ilkap",1004,801,1027,378,724,742,397,337
"ENSMUSG00000067071.9","Hes6",338,266,414,160,1001,921,1093,825
"ENSMUSG00000055866.10","Per2",565,475,774,375,445,518,419,380
"ENSMUSG00000034292.14","Traf3ip1",357,241,284,101,145,163,107,97
"ENSMUSG00000026311.17","Asb1",807,655,757,311,93,119,100,81
"ENSMUSG00000007805.5","Twist2",14,5,9,6,1,2,1,3
"ENSMUSG00000026313.17","Hdac4",1023,941,1308,596,177,327,143,87
"ENSMUSG00000026260.13","Ndufa10",16366,13833,15822,6310,2944,3521,1820,1613
"ENSMUSG00000073616.11","Cops9",1028,776,784,346,430,684,390,430
"ENSMUSG00000034220.8","Gpc1",14421,12733,11537,4357,190,191,211,157
"ENSMUSG00000034212.15","Ankmy1",31,22,26,1,0,1,2,1
"ENSMUSG00000047067.8","Dusp28",443,380,475,193,125,123,70,62
"ENSMUSG00000026269.15","Rnpepl1",2500,1994,2305,945,1229,1504,766,571
"ENSMUSG00000026271.16","Gpr35",39,35,17,6,24,29,16,6
"ENSMUSG00000014602.16","Kif1a",57,36,40,17,1,2,7,1
"ENSMUSG00000026272.7","Agxt",0,1,2,0,5147,6348,3157,2650
"ENSMUSG00000034159.13","Mab21l4",0,0,0,0,1,4,0,0
"ENSMUSG00000084989.4","Crocc2",13,6,5,1,0,0,0,0
"ENSMUSG00000047793.14","Sned1",351,250,454,191,125,203,123,91
"ENSMUSG00000026273.14","Mterf4",319,226,287,101,371,452,206,155
"ENSMUSG00000026274.12","Pask",11,3,18,8,4,5,11,5
"ENSMUSG00000026275.14","Ppp1r7",801,581,883,313,371,524,302,291
"ENSMUSG00000034088.16","Hdlbp",17557,15604,18675,8326,9992,16079,7288,4102
"ENSMUSG00000026276.21","Septin2",7,12,10,5,5,16,2,3
"ENSMUSG00000034066.14","Farp2",994,806,892,334,342,753,403,278
"ENSMUSG00000026277.15","Stk25",1794,1486,2045,695,718,962,594,460
"ENSMUSG00000026278.15","Bok",132,119,106,51,450,648,112,60
"ENSMUSG00000026279.15","Thap4",611,492,527,179,146,145,93,44
"ENSMUSG00000026280.18","Atg4b",970,790,732,264,742,1024,426,292
"ENSMUSG00000026281.16","Dtymk",338,190,328,135,277,364,164,148
"ENSMUSG00000026283.14","Ing5",346,244,481,164,176,258,158,104
"ENSMUSG00000073609.10","D2hgdh",759,607,759,390,515,686,258,302
"ENSMUSG00000094651.3","Gal3st2",3,2,7,3,0,0,2,0
"ENSMUSG00000093805.8","Gal3st2b",200,141,90,45,0,0,0,0
"ENSMUSG00000073608.5","Gal3st2c",310,219,267,123,0,5,0,0
"ENSMUSG00000026285.9","Pdcd1",1,0,1,1,1,2,0,0
"ENSMUSG00000051185.10","Fam174a",1191,840,1070,440,75,133,124,90
"ENSMUSG00000040710.11","St8sia4",388,340,625,183,16,7,21,9
"ENSMUSG00000044768.17","Macir",132,96,108,33,128,279,148,140
"ENSMUSG00000040648.16","Ppip5k2",4045,3178,4841,2286,589,1160,644,411
"ENSMUSG00000026333.15","Gin1",229,145,247,87,155,200,86,88
"ENSMUSG00000026335.17","Pam",24399,19454,22407,7474,434,664,476,288
"ENSMUSG00000067028.12","Cntnap5b",1346,1122,1925,646,0,2,3,0
"ENSMUSG00000050840.9","Cdh20",45,26,59,17,0,0,2,0
"ENSMUSG00000047496.7","Rnf152",115,116,209,85,191,300,597,422
"ENSMUSG00000056536.15","Pign",141,137,141,59,49,106,52,31
"ENSMUSG00000026319.14","Relch",615,482,581,232,282,503,209,146
"ENSMUSG00000026321.9","Tnfrsf11a",56,43,99,26,16,33,11,10
"ENSMUSG00000038866.16","Zcchc2",531,431,486,203,528,912,504,322
"ENSMUSG00000044340.8","Phlpp1",999,703,1234,426,368,601,311,159
"ENSMUSG00000057329.8","Bcl2",260,194,289,86,21,29,10,11
"ENSMUSG00000009905.6","Kdsr",194,162,314,97,288,374,274,202
"ENSMUSG00000009907.18","Vps4b",903,729,1061,348,843,1406,765,580
"ENSMUSG00000067001.12","Serpinb7",0,2,0,1,1,3,0,0
"ENSMUSG00000062345.11","Serpinb2",6,1,3,0,0,1,0,0
"ENSMUSG00000092572.9","Serpinb10",0,4,3,1,1,1,0,0
"ENSMUSG00000026315.14","Serpinb8",93,69,76,23,65,81,60,54
"ENSMUSG00000047216.9","Cdh19",157,128,188,92,3,2,3,2
"ENSMUSG00000038702.7","Dsel",195,175,227,67,11,25,21,18
"ENSMUSG00000070695.5","Cntnap5a",11,9,2,3,0,0,1,0
"ENSMUSG00000026374.15","Tsn",1330,1164,1358,549,1028,1338,682,566
"ENSMUSG00000026377.13","Nifk",496,365,454,166,662,810,286,308
"ENSMUSG00000064302.15","Clasp1",17514,12742,10474,4571,340,552,230,127
"ENSMUSG00000026380.11","Tfcp2l1",33,29,48,17,81,99,44,39
"ENSMUSG00000048402.15","Gli2",56,48,110,25,6,0,0,0
"ENSMUSG00000037035.6","Inhbb",173,132,73,31,17,72,14,9
"ENSMUSG00000004451.15","Ralb",939,857,957,292,246,313,192,139
"ENSMUSG00000098923.2","Tmem185b",434,310,313,105,163,293,119,47
"ENSMUSG00000026383.15","Epb41l5",236,198,307,121,626,1017,630,387
"ENSMUSG00000026384.14","Ptpn4",1728,1408,1446,514,103,209,136,123
"ENSMUSG00000036975.6","Tmem177",571,393,443,180,250,307,138,96
"ENSMUSG00000026387.16","Sctr",3,7,0,1,6,5,1,1
"ENSMUSG00000050777.8","Tmem37",54,49,48,35,1228,1428,694,509
"ENSMUSG00000026385.17","Dbi",2468,1753,1894,871,13464,19909,6988,7798
"ENSMUSG00000026388.16","3110009E18Rik",106,75,108,42,10,22,8,16
"ENSMUSG00000026389.17","Steap3",1449,1111,1227,540,489,712,335,238
"ENSMUSG00000026390.8","Marco",1,2,3,0,340,333,134,38
"ENSMUSG00000003721.15","Insig2",1887,1534,1698,585,9332,14128,1193,902
"ENSMUSG00000026339.19","Ccdc93",867,752,714,256,238,364,133,115
"ENSMUSG00000001674.12","Ddx18",449,416,464,137,333,542,193,185
"ENSMUSG00000036815.18","Dpp10",4,2,3,0,1,5,2,0
"ENSMUSG00000026341.17","Actr3",2623,2061,2692,1086,1192,1986,1018,704
"ENSMUSG00000026342.11","Slc35f5",4281,3271,3399,1480,587,1164,669,427
"ENSMUSG00000026343.7","Gpr39",15,7,14,1,59,90,28,23
"ENSMUSG00000026344.10","Lypd1",1,3,3,1,8,12,3,0
"ENSMUSG00000049690.16","Nckap5",188,115,399,133,19,24,11,10
"ENSMUSG00000036155.14","Mgat5",1080,883,572,213,247,495,145,87
"ENSMUSG00000026347.14","Tmem163",12,9,6,10,1,6,12,4
"ENSMUSG00000026348.8","Acmsd",0,1,0,0,134,379,29,18
"ENSMUSG00000026349.15","Ccnt2",1039,783,1240,450,399,565,326,225
"ENSMUSG00000051590.11","Map3k19",3,1,4,4,0,3,0,1
"ENSMUSG00000036104.13","Rab3gap1",1659,1427,1813,660,750,1230,586,388
"ENSMUSG00000036086.17","Zranb3",139,109,198,73,51,99,58,65
"ENSMUSG00000056211.14","R3hdm1",1772,1467,1864,754,416,657,264,194
"ENSMUSG00000026353.10","Ubxn4",2106,1868,1982,709,2284,3462,1079,788
"ENSMUSG00000026354.9","Lct",0,1,5,0,2,0,11,1
"ENSMUSG00000026355.12","Mcm6",194,159,259,75,98,125,96,74
"ENSMUSG00000026356.16","Dars1",1748,1466,2013,738,1054,1929,1150,885
"ENSMUSG00000045382.7","Cxcr4",96,102,168,82,9,6,11,14
"ENSMUSG00000042581.15","Thsd7b",8,6,10,3,1,1,0,0
"ENSMUSG00000026399.13","Cd55",334,261,342,105,163,281,137,99
"ENSMUSG00000026405.15","C4bp",3,0,0,0,14440,23659,12850,8239
"ENSMUSG00000101904.2","Gm29427",33,32,11,9,8,9,1,4
"ENSMUSG00000026409.15","Pfkfb2",22,21,26,5,23,25,9,7
"ENSMUSG00000042510.8","AA986860",1,6,5,0,16,16,2,12
"ENSMUSG00000026417.14","Pigr",2,0,1,1,26819,41433,17591,14123
"ENSMUSG00000042474.7","Fcmr",4,12,22,16,3,2,3,3
"ENSMUSG00000016529.6","Il10",1,0,4,1,0,2,0,0
"ENSMUSG00000016528.11","Mapkapk2",13817,11868,10758,3476,1760,2633,764,530
"ENSMUSG00000016526.9","Dyrk3",6,1,3,0,13,19,18,1
"ENSMUSG00000026427.17","Eif2d",829,734,849,327,574,790,569,426
"ENSMUSG00000026430.17","Rassf5",11,13,6,3,19,18,8,5
"ENSMUSG00000042349.14","Ikbke",39,48,59,16,740,1434,296,204
"ENSMUSG00000026425.16","Srgap2",842,656,1160,370,295,354,207,144
"ENSMUSG00000055184.5","Fam72a",29,25,32,2,26,14,16,12
"ENSMUSG00000004552.17","Ctse",16,20,28,11,13,9,24,23
"ENSMUSG00000052688.13","Rab7b",137,134,206,59,28,53,27,7
"ENSMUSG00000042268.11","Slc26a9",0,0,4,0,0,0,2,0
"ENSMUSG00000042251.13","Pm20d1",383,299,593,227,2294,3619,1441,1274
"ENSMUSG00000013275.10","Slc41a1",2433,1755,2721,1061,118,443,126,51
"ENSMUSG00000026433.14","Rab29",186,170,235,61,204,233,202,118
"ENSMUSG00000026434.13","Nucks1",1703,1394,1969,748,1355,1916,967,859
"ENSMUSG00000026436.16","Elk4",139,151,233,57,41,106,61,39
"ENSMUSG00000059149.18","Mfsd4a",145,104,175,53,6,2,2,0
"ENSMUSG00000026437.13","Cdk18",728,644,1031,311,719,870,598,603
"ENSMUSG00000042115.5","Klhdc8a",789,623,624,223,69,105,32,10
"ENSMUSG00000009772.16","Nuak2",126,85,77,40,320,399,221,96
"ENSMUSG00000042066.17","Tmcc2",1603,1323,1257,502,27,43,41,28
"ENSMUSG00000042046.16","Dstyk",1026,901,1082,401,229,336,180,106
"ENSMUSG00000026439.15","Rbbp5",860,668,677,248,527,778,272,214
"ENSMUSG00000048174.3","Tmem81",47,31,56,23,69,73,27,18
"ENSMUSG00000053024.15","Cntn2",335,241,158,117,7,17,3,2
"ENSMUSG00000026442.15","Nfasc",17,10,8,2,46,42,28,12
"ENSMUSG00000026443.4","Lrrn2",201,137,136,53,0,1,1,0
"ENSMUSG00000054387.14","Mdm4",1115,868,1337,504,779,1102,511,393
"ENSMUSG00000026447.18","Pik3c2b",1120,901,1341,533,120,149,66,64
"ENSMUSG00000046062.6","Ppp1r15b",1102,936,1041,333,1871,3210,1581,1101
"ENSMUSG00000041757.18","Plekha6",3133,2488,3264,1301,843,950,967,623
"ENSMUSG00000070644.14","Etnk2",23,23,15,9,3662,4367,5295,4860
"ENSMUSG00000070643.12","Sox13",613,501,510,209,179,203,85,58
"ENSMUSG00000090553.9","Snrpe",434,287,349,150,350,374,264,191
"ENSMUSG00000051998.15","Lax1",6,8,19,11,1,5,6,3
"ENSMUSG00000026463.18","Atp2b4",1048,970,1231,417,93,136,68,49
"ENSMUSG00000010311.16","Optc",4,0,5,4,6,2,0,0
"ENSMUSG00000041577.6","Prelp",502,400,356,137,121,253,157,73
"ENSMUSG00000041559.8","Fmod",446,281,96,134,27,34,33,29
"ENSMUSG00000020423.7","Btg2",1107,758,678,271,464,1205,162,92
"ENSMUSG00000026450.15","Chit1",2,3,0,0,1,0,0,1
"ENSMUSG00000064246.11","Chi3l1",35,42,1,2,3,11,5,2
"ENSMUSG00000042451.13","Mybph",1,2,2,1,0,0,0,0
"ENSMUSG00000042429.10","Adora1",391,196,389,161,153,206,402,309
"ENSMUSG00000026458.14","Ppfia4",83,72,139,32,25,25,29,13
"ENSMUSG00000042305.13","Tmem183a",560,402,462,197,1620,2648,1683,1325
"ENSMUSG00000026456.19","Cyb5r1",891,617,837,260,131,140,127,47
"ENSMUSG00000026457.15","Adipor1",6704,5355,6282,2200,2032,2686,1852,1450
"ENSMUSG00000026455.15","Klhl12",992,906,881,313,309,465,192,157
"ENSMUSG00000042229.10","Rabif",437,325,349,141,302,476,225,184
"ENSMUSG00000042207.18","Kdm5b",421,378,502,168,506,729,332,252
"ENSMUSG00000026452.16","Syt2",5,8,19,6,0,0,0,0
"ENSMUSG00000073557.13","Ppp1r12b",2790,2576,2860,1023,28,31,26,14
"ENSMUSG00000026429.10","Ube2t",100,73,113,26,5,7,8,3
"ENSMUSG00000042793.14","Lgr6",1227,953,1923,822,1,6,0,0
"ENSMUSG00000097993.9","Ptprv",5,4,10,2,1,1,0,0
"ENSMUSG00000031506.12","Ptpn7",18,33,23,12,3,9,5,3
"ENSMUSG00000026426.11","Arl8a",608,440,592,203,268,428,166,136
"ENSMUSG00000026424.9","Gpr37l1",21,13,27,7,0,2,0,0
"ENSMUSG00000041926.16","Rnpep",490,460,504,179,509,634,259,192
"ENSMUSG00000062580.10","Timm17a",3416,2743,3164,1272,401,560,386,415
"ENSMUSG00000048096.8","Lmod1",179,164,180,44,15,7,4,1
"ENSMUSG00000041889.8","Shisa4",168,98,136,44,8,13,5,1
"ENSMUSG00000041879.14","Ipo9",1245,1131,1095,481,483,758,420,292
"ENSMUSG00000009418.18","Nav1",1445,1168,1757,556,91,76,55,52
"ENSMUSG00000026421.15","Csrp1",1372,1129,1311,500,206,311,222,142
"ENSMUSG00000041801.6","Phlda3",305,244,287,100,14,16,10,11
"ENSMUSG00000026418.17","Tnni1",6,2,2,6,0,0,0,0
"ENSMUSG00000041782.15","Lad1",40,24,62,9,194,302,72,57
"ENSMUSG00000026414.15","Tnnt2",166226,150892,164935,71495,13,10,12,7
"ENSMUSG00000026413.13","Pkp1",0,0,0,0,2,1,8,1
"ENSMUSG00000026411.18","Tmem9",291,215,362,160,197,230,272,228
"ENSMUSG00000026407.18","Cacna1s",295,240,410,191,0,0,0,0
"ENSMUSG00000041642.19","Kif21b",79,63,115,45,38,33,44,24
"ENSMUSG00000041605.17","Inava",0,0,0,0,5,2,0,0
"ENSMUSG00000041570.15","Camsap2",641,505,590,208,87,267,115,67
"ENSMUSG00000026404.13","Ddx59",225,179,291,108,62,82,73,82
"ENSMUSG00000041498.15","Kif14",10,10,10,6,0,1,1,2
"ENSMUSG00000041483.15","Zfp281",507,403,423,186,266,471,227,178
"ENSMUSG00000026398.15","Nr5a2",13,7,45,14,940,2101,898,582
"ENSMUSG00000026395.17","Ptprc",334,383,396,139,135,285,155,82
"ENSMUSG00000026393.11","Nek7",2908,2490,3495,1341,807,1482,872,583
"ENSMUSG00000079283.3","2310009B15Rik",92,96,92,45,40,47,33,11
"ENSMUSG00000056268.16","Dennd1b",855,715,1032,368,308,771,269,144
"ENSMUSG00000063681.15","Crb1",41,35,42,23,0,0,0,0
"ENSMUSG00000033964.13","Zbtb41",1048,920,894,293,248,675,251,148
"ENSMUSG00000033952.15","Aspm",29,25,44,12,8,29,4,0
"ENSMUSG00000026368.7","F13b",2,0,0,0,2867,5062,3186,2453
"ENSMUSG00000057037.9","Cfhr1",0,0,0,0,1451,3855,2249,1764
"ENSMUSG00000070594.11","Cfhr4",5,3,1,0,3339,8174,4358,2864
"ENSMUSG00000033898.18","Cfhr2",2,9,4,1,5513,11666,6155,4809
"ENSMUSG00000026365.16","Cfh",5843,4515,5637,2198,12995,35691,15432,8018
"ENSMUSG00000052726.17","Kcnt2",67,67,109,41,17,74,22,30
"ENSMUSG00000026361.10","Cdc73",1402,1245,1473,603,265,512,237,192
"ENSMUSG00000018196.19","Glrx2",658,564,712,263,375,460,293,212
"ENSMUSG00000018199.10","Ro60",814,642,946,323,57,89,54,26
"ENSMUSG00000018189.13","Uchl5",453,398,481,178,323,379,198,206
"ENSMUSG00000026360.10","Rgs2",738,543,632,281,81,128,61,35
"ENSMUSG00000051079.9","Rgs13",6,5,4,0,0,0,0,0
"ENSMUSG00000026358.14","Rgs1",9,8,2,4,5,20,9,6
"ENSMUSG00000026357.4","Rgs18",32,60,40,15,0,3,0,0
"ENSMUSG00000035131.15","Brinp3",12,5,10,2,5,9,2,5
"ENSMUSG00000056220.15","Pla2g4a",148,91,130,31,23,68,36,22
"ENSMUSG00000032487.9","Ptgs2",75,89,39,16,0,2,0,0
"ENSMUSG00000006010.15","Odr4",900,693,1022,370,565,931,606,400
"ENSMUSG00000006005.19","Tpr",4691,3950,5692,1853,1166,1899,887,555
"ENSMUSG00000006014.18","Prg4",840,640,592,294,2208,4159,815,544
"ENSMUSG00000066842.19","Hmcn1",673,455,447,183,13,26,17,11
"ENSMUSG00000114212.2","Gm47985",62,28,25,12,0,0,0,0
"ENSMUSG00000023150.15","Ivns1abp",34454,28637,32753,13972,2026,3326,1469,1290
"ENSMUSG00000052748.15","Swt1",291,202,226,84,248,542,186,130
"ENSMUSG00000053286.12","Trmt1l",1053,852,727,225,533,761,241,177
"ENSMUSG00000026484.14","Rnf2",498,461,496,177,239,533,273,151
"ENSMUSG00000026483.14","Niban1",635,524,849,295,93,142,114,71
"ENSMUSG00000043019.13","Edem3",1141,998,1128,415,679,1347,507,351
"ENSMUSG00000032666.17","1700025G04Rik",1278,1053,1181,415,27,66,48,41
"ENSMUSG00000014980.15","Tsen15",342,296,297,96,120,115,42,62
"ENSMUSG00000032649.15","Colgalt2",309,243,421,151,9,11,5,8
"ENSMUSG00000026482.14","Rgl1",1099,912,1159,384,204,362,208,155
"ENSMUSG00000008475.14","Arpc5",830,699,977,308,1179,1751,892,678
"ENSMUSG00000026480.13","Ncf2",168,182,172,51,80,124,58,25
"ENSMUSG00000042772.16","Smg7",2109,1498,1761,641,668,1090,420,306
"ENSMUSG00000042751.15","Nmnat2",15,21,8,7,3,14,10,20
"ENSMUSG00000026479.14","Lamc2",271,249,149,47,10,20,7,11
"ENSMUSG00000026478.15","Lamc1",6320,5177,7158,2535,280,389,217,124
"ENSMUSG00000042708.13","Shcbp1l",0,0,2,2,1,0,0,0
"ENSMUSG00000042699.12","Dhx9",2037,1652,2177,860,1102,1896,1038,691
"ENSMUSG00000042684.9","Npl",32,27,36,11,23,25,6,5
"ENSMUSG00000026475.8","Rgs16",11,17,3,1,79,70,130,220
"ENSMUSG00000066800.12","Rnasel",121,148,197,71,21,45,60,30
"ENSMUSG00000042641.20","Rgsl1",3,8,2,1,1,0,0,2
"ENSMUSG00000045968.8","Teddm2",29,32,44,11,27,33,38,26
"ENSMUSG00000026473.17","Glul",12112,9959,13387,5209,21901,26769,17359,12376
"ENSMUSG00000004110.19","Cacna1e",8,6,12,6,1,1,4,1
"ENSMUSG00000056708.6","Ier5",1157,733,542,219,118,151,40,39
"ENSMUSG00000026471.15","Mr1",424,299,398,162,53,86,72,57
"ENSMUSG00000026470.15","Stx6",672,545,496,174,174,325,103,95
"ENSMUSG00000033722.10","BC034090",2559,2158,1324,529,7,10,12,3
"ENSMUSG00000026469.15","Xpr1",1955,1685,1925,738,443,860,481,350
"ENSMUSG00000033701.14","Acbd6",745,558,745,296,390,417,223,163
"ENSMUSG00000033684.15","Qsox1",1109,921,1306,406,15189,21270,7387,3612
"ENSMUSG00000033671.19","Cep350",1303,1170,1348,478,245,655,283,152
"ENSMUSG00000026466.17","Tor1aip1",3099,2451,3063,1162,786,1500,601,453
"ENSMUSG00000050565.17","Tor1aip2",1592,1301,2018,796,2892,5220,2199,1604
"ENSMUSG00000015484.4","Fam163a",1,1,1,0,1,2,0,0
"ENSMUSG00000026601.16","Axdnd1",3,0,3,2,1,0,0,0
"ENSMUSG00000026600.13","Soat1",166,146,135,56,81,126,86,51
"ENSMUSG00000026596.14","Abl2",1456,1209,1117,454,150,279,133,73
"ENSMUSG00000060519.12","Tor3a",494,331,477,133,196,230,61,37
"ENSMUSG00000033557.18","Fam20b",3781,2991,3193,1284,373,583,391,274
"ENSMUSG00000026594.15","Ralgps2",267,238,348,157,361,497,276,181
"ENSMUSG00000026592.14","Tex35",0,1,8,0,0,3,0,0
"ENSMUSG00000070565.12","Rasal2",1450,1112,1665,580,338,740,226,158
"ENSMUSG00000033488.12","Cryzl2",279,219,301,99,570,635,249,254
"ENSMUSG00000026589.15","Sec16b",93,65,137,59,1843,2948,1157,931
"ENSMUSG00000004031.14","Brinp2",11,3,6,5,0,0,1,2
"ENSMUSG00000026587.16","Astn1",42,25,63,20,0,2,5,3
"ENSMUSG00000073530.12","Pappa2",26,11,3,3,1,1,1,1
"ENSMUSG00000040782.13","Cop1",2073,1636,1896,739,625,1094,560,354
"ENSMUSG00000015829.14","Tnr",15,6,17,5,1,2,1,0
"ENSMUSG00000090394.9","4930523C07Rik",195,194,198,60,37,75,47,33
"ENSMUSG00000026725.18","Tnn",3,2,6,2,0,0,0,0
"ENSMUSG00000058267.14","Mrps14",1196,959,997,389,593,821,381,373
"ENSMUSG00000014226.11","Cacybp",2161,1614,1479,531,624,971,317,210
"ENSMUSG00000026721.17","Rabgap1l",1312,1031,1475,562,392,730,425,286
"ENSMUSG00000040423.12","Rc3h1",1972,1867,1868,659,402,894,324,293
"ENSMUSG00000026715.13","Serpinc1",10,9,5,2,41338,61284,26814,19719
"ENSMUSG00000043467.20","Zbtb37",481,343,623,207,133,197,90,67
"ENSMUSG00000026709.11","Dars2",659,505,678,254,305,484,246,208
"ENSMUSG00000026708.17","Cenpl",35,34,46,12,95,106,118,73
"ENSMUSG00000026705.17","Klhl20",575,467,510,165,166,222,121,102
"ENSMUSG00000044835.16","Ankrd45",136,121,101,40,0,0,0,1
"ENSMUSG00000121369.2","SLC9C2",24,15,28,11,5,3,2,0
"ENSMUSG00000026701.16","Prdx6",5777,4513,5415,2202,12179,13261,8016,7984
"ENSMUSG00000066755.3","Tnfsf18",3,3,1,3,0,0,0,1
"ENSMUSG00000040297.13","Suco",561,444,631,228,331,609,213,136
"ENSMUSG00000040265.17","Dnm3",73,43,97,20,5,3,1,1
"ENSMUSG00000026694.20","Mettl13",174,161,275,72,182,230,119,100
"ENSMUSG00000026696.16","Vamp4",422,394,501,206,147,244,159,103
"ENSMUSG00000026697.11","Myoc",93,46,59,20,0,0,0,0
"ENSMUSG00000040225.16","Prrc2c",2485,2032,2673,936,656,1224,519,333
"ENSMUSG00000026692.13","Fmo4",7,11,11,6,76,110,99,86
"ENSMUSG00000040181.15","Fmo1",1085,879,1306,505,2310,3773,1742,1917
"ENSMUSG00000040170.14","Fmo2",1381,979,1331,744,138,261,208,194
"ENSMUSG00000095576.6","Fmo6",1,0,5,0,0,0,1,1
"ENSMUSG00000026691.11","Fmo3",0,1,1,0,1,5,1,2
"ENSMUSG00000026586.17","Prrx1",1616,1239,1717,755,7,16,35,18
"ENSMUSG00000040124.6","Gorab",110,70,106,35,56,115,60,29
"ENSMUSG00000040113.15","Ntmt2",96,64,54,23,0,1,1,0
"ENSMUSG00000026585.14","Kifap3",958,790,1077,422,115,174,87,55
"ENSMUSG00000026584.15","Scyl3",81,80,101,36,74,146,82,47
"ENSMUSG00000041406.15","Firrm",24,20,42,10,7,4,10,3
"ENSMUSG00000041396.14","Mettl18",86,59,86,26,66,77,39,35
"ENSMUSG00000026582.8","Sele",26,51,48,15,4,10,1,1
"ENSMUSG00000026581.15","Sell",46,115,108,33,10,51,17,8
"ENSMUSG00000026580.17","Selp",13,35,4,3,38,57,32,20
"ENSMUSG00000026579.9","F5",44,54,71,22,6408,12775,9210,6073
"ENSMUSG00000040918.13","Slc19a2",329,275,324,92,2168,2985,1389,983
"ENSMUSG00000026578.7","Ccdc181",185,164,259,93,90,100,78,48
"ENSMUSG00000026577.14","Blzf1",616,471,550,214,143,273,96,81
"ENSMUSG00000026575.16","Nme7",59,42,103,38,84,124,100,72
"ENSMUSG00000026576.13","Atp1b1",6878,5900,7037,2484,539,843,676,431
"ENSMUSG00000026574.6","Dpt",603,434,486,147,18,36,33,18
"ENSMUSG00000040848.12","Sft2d2",1467,1161,1415,539,856,1493,1015,767
"ENSMUSG00000040843.11","Tiprl",999,719,882,353,381,476,201,186
"ENSMUSG00000040836.16","Gpr161",84,51,93,49,1,4,2,2
"ENSMUSG00000026571.13","Dcaf6",2760,2293,2726,1075,408,541,543,449
"ENSMUSG00000026568.7","Mpc2",7658,5729,6762,3038,1649,2265,1755,1699
"ENSMUSG00000026567.17","Adcy10",2,0,7,3,3,2,1,0
"ENSMUSG00000026566.16","Mpzl1",323,224,342,123,72,91,45,7
"ENSMUSG00000040723.15","Rcsd1",2987,2257,3366,1315,77,123,92,49
"ENSMUSG00000040713.13","Creg1",4975,3770,5921,2185,4151,6274,3941,2686
"ENSMUSG00000005763.16","Cd247",45,30,116,42,1,4,2,3
"ENSMUSG00000026565.19","Pou2f1",92,46,125,46,16,20,7,7
